antecedents,consequents,support,confidence,lift
furniture_decor,bed_bath_table,0.0017459671372565821,0.026383943023632242,0.23700107310692378
bed_bath_table,furniture_decor,0.0017459671372565821,0.015683633214663716,0.23700107310692378
